Регіон,Рада,Тип ради,Партія,ТВО/ОВО,"Прізвище, ім’я, по батькові",Відомості,Кількість отриманих голосів,% голосів від квоти,"Виборчий округ, в якому обрано"
Дніпропетровська область,П'ятихатська міська рада,Міські,"ПОЛІТИЧНА ПАРТІЯ ""ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ""",Перший кандидат,Саламаха Сергій Вікторович,"Громадянин України, народився 06.12.1978 р., освіта вища, член ПОЛІТИЧНОЇ ПАРТІЇ ""ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ"", Фізична особа - підприємець",,,ЄБВО
Дніпропетровська область,П'ятихатська міська рада,Міські,"ПОЛІТИЧНА ПАРТІЯ ""ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ""",3,Колотвіна Надія Василівна,"Громадянка України, народилася 04.02.1960 р., освіта вища, член ПОЛІТИЧНОЇ ПАРТІЇ ""ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ"", Пенсіонер",18.0,8.07,ЄБВО
Дніпропетровська область,П'ятихатська міська рада,Міські,"ПОЛІТИЧНА ПАРТІЯ ""ЗА МАЙБУТНЄ""",Перший кандидат,Заткальницька Тетяна Олегівна,"Громадянка України, народилася 06.08.1973 р., освіта вища, безпартійна, КП ""П’ятихатська ЦРЛ"" П’ятихатської районної ради, Лікар-педіатр, місце проживання: м. П’ятихатки, Кам’янський р-н, Дніпропетровська обл.",,,ЄБВО
Дніпропетровська область,П'ятихатська міська рада,Міські,"ПОЛІТИЧНА ПАРТІЯ ""ЗА МАЙБУТНЄ""",1,Тахмазова Любов Григорівна,"Громадянка України, народилася 17.09.1968 р., освіта вища, безпартійна, Фінансовий відділ П’ятихатської райдержадміністрації, Начальник, місце проживання: м. П’ятихатки, Кам’янський р-н, Дніпропетровська обл.",39.0,17.48,ЄБВО
Дніпропетровська область,П'ятихатська міська рада,Міські,"ПОЛІТИЧНА ПАРТІЯ ""ЗА МАЙБУТНЄ""",2,Назарчук Микола Сидорович,"Громадянин України, народився 14.12.1956 р., освіта вища, безпартійний, Фермерське господарство ""Пролісок"", Голова ФГ ""Пролісок"", місце проживання: м. П’ятихатки, Кам’янський р-н, Дніпропетровська обл.",163.0,73.09,2
Дніпропетровська область,П'ятихатська міська рада,Міські,"ПОЛІТИЧНА ПАРТІЯ ""ЗА МАЙБУТНЄ""",3,Заткальницький Олександр Васильович,"Громадянин України, народився 19.06.1981 р., освіта вища, безпартійний, КП "" ОЦМЕД та МК"" ДОР"", Фельдшер, місце проживання: м. П’ятихатки, Кам’янський р-н, Дніпропетровська обл.",35.0,15.69,ЄБВО
Дніпропетровська область,П'ятихатська міська рада,Міські,"ПОЛІТИЧНА ПАРТІЯ ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ""",Перший кандидат,Борець Олена Володимирівна,"Громадянка України, народилася 08.01.1978 р., освіта вища, член ПОЛІТИЧНОЇ ПАРТІЇ ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"", П’ятихатська районна профспілкова організаці працівників державних установ, Голова, місце проживання: м. П’ятихатки, Кам’янський р-н, Дніпропетровська обл.",,,ЄБВО
Дніпропетровська область,П'ятихатська міська рада,Міські,"ПОЛІТИЧНА ПАРТІЯ ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ""",1,Діденко Сергій Олександрович,"Громадянин України, народився 15.03.1965 р., освіта вища, безпартійний, Фізична особа-підприємець Діденко Сергій Олександрович., Підприємець, місце проживання: м. Кам’янське, Кам’янський р-н, Дніпропетровська обл.",3.0,1.34,ЄБВО
Дніпропетровська область,П'ятихатська міська рада,Міські,"ПОЛІТИЧНА ПАРТІЯ ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ""",1,Січова Зоя Іванівна,"Громадянка України, народилася 26.10.1963 р., освіта вища, безпартійна, П’ятихатський районний методичний кабінет П’ятихатської районної ради Дніпропетровської області, Методист, місце проживання: м. П’ятихатки, Кам’янський р-н, Дніпропетровська обл.",58.0,26.0,1
Дніпропетровська область,П'ятихатська міська рада,Міські,"ПОЛІТИЧНА ПАРТІЯ ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ""",2,Малоок Олена Дмитрівна,"Громадянка України, народилася 14.05.1969 р., освіта професійно-технічна, безпартійна, Виноградівська сільська рада П’ятихатського району Дніпропетровської області, Секретар виконавчого комітету, місце проживання: с. Виноградівка, Кам’янський р-н, Дніпропетровська обл.",84.0,37.66,2
Дніпропетровська область,П'ятихатська міська рада,Міські,"ПОЛІТИЧНА ПАРТІЯ ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ""",3,Клименко Олена Вікторівна,"Громадянка України, народилася 07.02.1972 р., освіта професійно-технічна, безпартійна, Фізична особа-підприємець Клименко Олена Вікторівна, Підприємець, місце проживання: м. П’ятихатки, Кам’янський р-н, Дніпропетровська обл.",103.0,46.18,3
Дніпропетровська область,П'ятихатська міська рада,Міські,"ПОЛІТИЧНА ПАРТІЯ ""ПРОПОЗИЦІЯ""",Перший кандидат,Нікітіна Лариса Сергіївна,"Громадянка України, народилася 09.05.1960 р., освіта вища, безпартійна, Виконавчий комітет П’ятихатської міської ради, Керуючий справами (секретар) виконкому, місце проживання: м. П’ятихатки, Кам’янський р-н, Дніпропетровська обл.",,,ЄБВО
Дніпропетровська область,П'ятихатська міська рада,Міські,"ПОЛІТИЧНА ПАРТІЯ ""ПРОПОЗИЦІЯ""",1,Мірошніченко Ірина Миколаївна,"Громадянка України, народилася 11.09.1990 р., освіта вища, безпартійна, Виконавчий комітет П’ятихатської міської ради, Начальник відділу реєстрації місця проживання фізичних осіб, місце проживання: м. П’ятихатки, Кам’янський р-н, Дніпропетровська обл.",8.0,3.58,ЄБВО
Дніпропетровська область,П'ятихатська міська рада,Міські,"ПОЛІТИЧНА ПАРТІЯ ""ПРОПОЗИЦІЯ""",1,Бондаренко Оксана Валентинівна,"Громадянка України, народилася 09.01.1977 р., освіта вища, безпартійна, Виконавчий комітет П’ятихатської міської ради, Начальник загального відділу, місце проживання: м. П’ятихатки, Кам’янський р-н, Дніпропетровська обл.",20.0,8.96,ЄБВО
Дніпропетровська область,П'ятихатська міська рада,Міські,"ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",Перший кандидат,Кулик Єгор Володимирович,"Громадянин України, народився 21.10.1988 р., освіта вища, безпартійний, П’ятихатська районна державна адміністрація, Перший заступник голови райдержадміністрації, місце проживання: смт Вишневе, Кам’янський р-н, Дніпропетровська обл.",,,ЄБВО
Дніпропетровська область,П'ятихатська міська рада,Міські,"ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",1,Січевий Вадим Анатолійович,"Громадянин України, народився 03.08.1971 р., освіта вища, безпартійний, Приватне підприємство ""Маіс"", Директор, місце проживання: с. Цвіле, Кам’янський р-н, Дніпропетровська обл.",19.0,8.52,ЄБВО
Дніпропетровська область,П'ятихатська міська рада,Міські,"ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",2,Негода Олександр Григорович,"Громадянин України, народився 29.10.1975 р., освіта вища, безпартійний, Приватне підприємство ""Агрос"", Директор, місце проживання: м. Жовті Води, Кам’янський р-н, Дніпропетровська обл.",55.0,24.66,2
Дніпропетровська область,Апостолівська міська рада,Міські,Аграрна партія України,Перший кандидат,Протасов Леонід Сергійович,"Громадянин України, народився 24.08.1975 р., освіта вища, член Аграрної партії України, фізична особа-підприємець, місце проживання: м. Кривий Ріг, Дніпропетровська обл.",,,ЄБВО
Дніпропетровська область,Апостолівська міська рада,Міські,Аграрна партія України,1,Джаббаров Самір Фіруддин-Огли,"Громадянин України, народився 15.01.1981 р., освіта вища, член Аграрної партії України, Селянське фермер ське господарство ""Богдан Хмельницький"", заступник голови, місце проживання: м. Апостолове, Криворізький р-н, Дніпропетровська обл.",52.0,16.09,ЄБВО
Дніпропетровська область,Апостолівська міська рада,Міські,"ПОЛІТИЧНА ПАРТІЯ ""БЛОК ВІЛКУЛА ""УКРАЇНСЬКА ПЕРСПЕКТИВА""",Перший кандидат,Павлюк Сергій Іванович,"Громадянин України, народився 28.04.1971 р., освіта вища, безпартійний, Відділ культури виконавчого комітету Апостолівської міської ради, інспектор, місце проживання: м. Апостолове, Криворізький р-н, Дніпропетровська обл.",,,ЄБВО
Дніпропетровська область,Апостолівська міська рада,Міські,"ПОЛІТИЧНА ПАРТІЯ ""БЛОК ВІЛКУЛА ""УКРАЇНСЬКА ПЕРСПЕКТИВА""",3,Семенас Олена Олександрівна,"Громадянка України, народилася 21.07.1964 р., освіта вища, безпартійна, Апостолівська районна організація Всеукраїнського фізкультурно-спортивне товариство ""Колос"", інструктор-методист, місце проживання: м. Апостолове, Криворізький р-н, Дніпропетровська обл.",15.0,4.64,ЄБВО
Дніпропетровська область,Апостолівська міська рада,Міські,"політична партія Всеукраїнське об’єднання ""Батьківщина""",Перший кандидат,Гребенюк Андрій Сергійович,"Громадянин України, народився 11.09.1980 р., освіта вища, безпартійний, фізична особа-підприємець, місце проживання: м. Апостолове, Криворізький р-н, Дніпропетровська обл.",,,ЄБВО
Дніпропетровська область,Апостолівська міська рада,Міські,"політична партія Всеукраїнське об’єднання ""Батьківщина""",1,Мазур Сергій Олексійович,"Громадянин України, народився 23.11.1984 р., освіта вища, безпартійний, фізична особа-підприємець, місце проживання: м. Апостолове, Криворізький р-н, Дніпропетровська обл.",9.0,2.78,ЄБВО
Дніпропетровська область,Апостолівська міська рада,Міські,"політична партія Всеукраїнське об’єднання ""Свобода""",Перший кандидат,Щербина Сергій Олександрович,"Громадянин України, народився 18.12.1964 р., освіта професійно-технічна, член політичної партії Всеукраїнське об’єднання ""Свобода"", пенсіонер, місце проживання: м. Апостолове, Криворізький р-н, Дніпропетровська обл.",,,ЄБВО
Дніпропетровська область,Апостолівська міська рада,Міські,"політична партія Всеукраїнське об’єднання ""Свобода""",2,Соловей Олег Володимирович,"Громадянин України, народився 04.05.1977 р., освіта вища, безпартійний, Комунальний заклад Апостолівський центр соціально-психологічної реабілітації дітей ""Надія"", юрист-консультант, місце проживання: м. Апостолове, Криворізький р-н, Дніпропетровська обл.",75.0,23.21,ЄБВО
Дніпропетровська область,Апостолівська міська рада,Міські,"ПОЛІТИЧНА ПАРТІЯ ""ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ""",Перший кандидат,Скупейко Андрій Михайлович,"Громадянин України, народився 17.08.1985 р., освіта вища, член ПОЛІТИЧНОЇ ПАРТІЇ ""ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ"", фізична особа-підприємець, місце проживання: м. Апостолове, Криворізький р-н, Дніпропетровська обл.",,,ЄБВО
Дніпропетровська область,Апостолівська міська рада,Міські,"ПОЛІТИЧНА ПАРТІЯ ""ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ""",2,Чирченко Андрій Миколайович,"Громадянин України, народився 22.11.1987 р., освіта вища, член ПОЛІТИЧНОЇ ПАРТІЇ ""ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ"", фізична особа-підприємець, місце проживання: м. Апостолове, Криворізький р-н, Дніпропетровська обл.",46.0,14.24,ЄБВО
Дніпропетровська область,Апостолівська міська рада,Міські,"ПОЛІТИЧНА ПАРТІЯ ""ЗА МАЙБУТНЄ""",Перший кандидат,Пєнзєв Юрій Борисович,"Громадянин України, народився 23.07.1964 р., освіта вища, безпартійний, пенсіонер, місце проживання: м. Апостолове, Криворізький р-н, Дніпропетровська обл.",,,ЄБВО
Дніпропетровська область,Апостолівська міська рада,Міські,"ПОЛІТИЧНА ПАРТІЯ ""ЗА МАЙБУТНЄ""",1,Пєнзєв Олексій Юрійович,"Громадянин України, народився 08.05.1985 р., освіта вища, безпартійний, фізична особа-підприємець, місце проживання: м. Апостолове, Криворізький р-н, Дніпропетровська обл.",43.0,13.31,ЄБВО
Дніпропетровська область,Апостолівська міська рада,Міські,"ПОЛІТИЧНА ПАРТІЯ ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ""",Перший кандидат,Міхно Леся Миколаївна,"Громадянка України, народилася 31.12.1978 р., освіта вища, безпартійна, Апостолівська районна рада, начальник відділу організаційно-правового забезпечення діяльно дія ради та служби персон пер районна ради, місце проживання: м. Апостолове, Криворізький р-н, Дніпропетровська обл.",,,ЄБВО
Дніпропетровська область,Апостолівська міська рада,Міські,"ПОЛІТИЧНА ПАРТІЯ ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ""",1,Ігнатенко Артем Сергійович,"Громадянин України, народився 22.05.1989 р., освіта професійно-технічна, безпартійний, Приватне підприємство ""БудТайм"", директоор, місце проживання: с. Володимирівка, Криворізький р-н, Дніпропетровська обл.",53.0,16.4,1
Дніпропетровська область,Апостолівська міська рада,Міські,"ПОЛІТИЧНА ПАРТІЯ ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ""",1,Децик Євгеній Валерійович,"Громадянин України, народився 29.07.1977 р., освіта вища, безпартійний, фізична особа-підприємець Оса А.П., директор, місце проживання: м. Апостолове, Криворізький р-н Дніпропетровська обл.",73.0,22.6,ЄБВО
Дніпропетровська область,Апостолівська міська рада,Міські,"ПОЛІТИЧНА ПАРТІЯ ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ""",2,Стратійчук Наталя Миколаївна,"Громадянка України, народилася 10.05.1951 р., освіта вища, безпартійна, пенсіонер, місце проживання: м. Апостолове, Криворізький р-н, Дніпропетровська обл.",84.0,26.0,ЄБВО
Дніпропетровська область,Апостолівська міська рада,Міські,"ПОЛІТИЧНА ПАРТІЯ ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ""",2,Гладун Анатолій Васильович,"Громадянин України, народився 08.02.1963 р., освіта професійно-технічна, безпартійний, фізична особа-підприємець, місце проживання: с-ще Українка, Криворізький р-н, Дніпропетровська обл.",103.0,31.88,2
Дніпропетровська область,Апостолівська міська рада,Міські,"ПОЛІТИЧНА ПАРТІЯ ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ""",3,Бойко Юлія Валеріївна,"Громадянка України, народилася 09.02.1988 р., освіта вища, безпартійна, Широчанський навчально-виховний комплекс, вчитель, місце проживання: с. Широчани, Криворізький р-н, Дніпропетровська обл.",113.0,34.98,3
Дніпропетровська область,Апостолівська міська рада,Міські,"ПОЛІТИЧНА ПАРТІЯ ""ПРОПОЗИЦІЯ""",Перший кандидат,Ільїн Валерій Олександрович,"Громадянин України, народився 13.09.1979 р., освіта вища, безпартійний, фізична особа-підприємець, місце проживання: м. Апостолове, Криворізький р-н, Дніпропетровська обл.",,,ЄБВО
Дніпропетровська область,Апостолівська міська рада,Міські,"ПОЛІТИЧНА ПАРТІЯ ""ПРОПОЗИЦІЯ""",1,Попович Алла Омелянівна,"Громадянка України, народилася 09.05.1974 р., освіта професійно-технічна, безпартійна, тимчасово не працює, місце проживання: м. Апостолове, Криворізький р-н, Дніпропетровська обл.",43.0,13.31,ЄБВО
Дніпропетровська область,Апостолівська міська рада,Міські,"ПОЛІТИЧНА ПАРТІЯ ""ПРОПОЗИЦІЯ""",2,Манаєнкова Людмила Олександрівна,"Громадянка України, народилася 07.07.1992 р., освіта вища, безпартійна, фізична особа-підприємець, місце проживання: м. Апостолове, Криворізький р-н, Дніпропетровська обл.",50.0,15.47,ЄБВО
Дніпропетровська область,Апостолівська міська рада,Міські,"ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",Перший кандидат,Карпушенко Анжела Володимирівна,"Громадянка України, народилася 18.08.1965 р., освіта вища, безпартійна, Апостолівська районна державна адміністрація, держав дер реєстратор сектору з питань державної реєстрації, місце проживання: м. Апостолове, Криворізький р-н, Дніпропетровська обл.",,,ЄБВО
Дніпропетровська область,Апостолівська міська рада,Міські,"ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",1,Чабаненко Тетяна Володимирівна,"Громадянка України, народилася 22.02.1983 р., освіта вища, безпартійна, АРО Профспілка працівників освіти і науки, Апостолівський Будинок дитячої творчості, голова районної профспілкової організації працівників освіти, керівник гуртка, місце проживання: м. Апостолове, Криворізький р-н, Дніпропетровська обл.",78.0,24.14,ЄБВО
Дніпропетровська область,Апостолівська міська рада,Міські,"ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",1,Мазний Володимир Юрійович,"Громадянин України, народився 11.06.1989 р., освіта вища, безпартійний, Криворізьке локомотивне депо, заступник нальника, місце проживання: м. Апостолове, Криворізький р-н, Дніпропетровська обл.",138.0,42.72,1
Дніпропетровська область,Апостолівська міська рада,Міські,"ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",2,Гончар Юрій Володимирович,"Громадянин України, народився 06.04.1970 р., освіта вища, безпартійний, Комунальний заклад ""Апостолівський територіальний центр соціального обслуговування (надання соціальних послуг)"", директор, місце проживання: м. Апостолове, Криворізький р-н, Дніпропетровська обл.",85.0,26.31,2
Дніпропетровська область,Апостолівська міська рада,Міські,"ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",3,Вибрик Сергій Олександрович,"Громадянин України, народився 22.04.1987 р., освіта загальна середня, безпартійний, Товариство з обмеженою відповідальністю Крістал Агро Плюс, директор, місце проживання: м. Апостолове, Криворізький р-н, Дніпропетровська обл.",16.0,4.95,3
Дніпропетровська область,Зеленодольська міська рада,Міські,"ПОЛІТИЧНА ПАРТІЯ ""БЛОК ВІЛКУЛА ""УКРАЇНСЬКА ПЕРСПЕКТИВА""",2,Великанова Тетяна Андріївна,"Громадянка України, народилася 21.06.1957 р., освіта вища, безпартійна, пенсіонер, місце проживання: м. Зеленодольськ, Криворізький р-н, Дніпропетровська обл.",25.0,11.26,ЄБВО
Дніпропетровська область,Зеленодольська міська рада,Міські,"ПОЛІТИЧНА ПАРТІЯ ""БЛОК ВІЛКУЛА ""УКРАЇНСЬКА ПЕРСПЕКТИВА""",3,Шмиголь Лариса Олександрівна,"Громадянка України, народилася 27.07.1972 р., освіта середня спеціальна, безпартійна, тимчасово не працює, місце проживання: c. Мар’янське, Криворізький р-н, Дніпропетровська обл.",56.0,25.22,ЄБВО
Дніпропетровська область,Зеленодольська міська рада,Міські,"ПОЛІТИЧНА ПАРТІЯ ""ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ""",Перший кандидат,Муха Іван Вікторович,"Громадянин України, народився 16.02.1959 р., освіта вища, член ПОЛІТИЧНОЇ ПАРТІЇ ""ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ"", Фізична особа- підприємець, ., місце проживання: м. Зеленодольськ, Криворізький р-н, Дніпропетровська обл.",,,ЄБВО
Дніпропетровська область,Зеленодольська міська рада,Міські,"ПОЛІТИЧНА ПАРТІЯ ""ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ""",1,Бєляєв Валерій Вікторович,"Громадянин України, народився 20.09.1969 р., освіта вища, безпартійний, Донецький обласний військовий комісаріат, Заступник військового комісара – начальник мобілізаційного відділу, місце проживання: м. Зеленодольськ, Криворізький р-н, Дніпропетровська обл.",94.0,42.34,ЄБВО
Дніпропетровська область,Зеленодольська міська рада,Міські,"ПОЛІТИЧНА ПАРТІЯ ""ЗА МАЙБУТНЄ""",Перший кандидат,Толкачов Олександр Федорович,"Громадянин України, народився 06.09.1947 р., освіта вища, безпартійний, Пенсіонер, місце проживання: м. Зеленодольськ, Криворізький р-н, Дніпропетровська обл.",,,ЄБВО
Дніпропетровська область,Зеленодольська міська рада,Міські,"ПОЛІТИЧНА ПАРТІЯ ""ЗА МАЙБУТНЄ""",2,Піскунова Лариса Володимирівна,"Громадянка України, народилася 17.04.1964 р., освіта вища, безпартійна, КНП ""ЗЦПМСД"" ЗМР, Головний лікар, місце проживання: м. Зеленодольськ, Криворізький р-н, Дніпропетровська обл.",48.0,21.62,ЄБВО
Дніпропетровська область,Зеленодольська міська рада,Міські,"ПОЛІТИЧНА ПАРТІЯ ""НАШІ""",Перший кандидат,Дегтяренко Сергій Михайлович,"Громадянин України, народився 12.02.1961 р., освіта вища, безпартійний, ДТЕК КРИВОРІЗЬКА ТЕС, Директор, місце проживання: м. Зеленодольськ, Криворізький р-н, Дніпропетровська обл.",,,ЄБВО
Дніпропетровська область,Зеленодольська міська рада,Міські,"ПОЛІТИЧНА ПАРТІЯ ""НАШІ""",2,Березовський Ігор Віталійович,"Громадянин України, народився 23.04.1970 р., освіта вища, безпартійний, ДТЕК КРИВОРІЗЬКА ТЕС, Керівник департаменту із сервісів, місце проживання: м. Зеленодольськ, Криворізький р-н, Дніпропетровська обл.",33.0,14.86,ЄБВО
Дніпропетровська область,Зеленодольська міська рада,Міські,"ПОЛІТИЧНА ПАРТІЯ ""НАШІ""",2,Хало Микола Григорович,"Громадянин України, народився 01.12.1977 р., освіта вища, безпартійний, ДТЕК КРИВОРІЗЬКА ТЕС, Керівник департаменту, місце проживання: м. Зеленодольськ, Криворізький р-н, Дніпропетровська обл.",60.0,27.02,ЄБВО
Дніпропетровська область,Зеленодольська міська рада,Міські,"ПОЛІТИЧНА ПАРТІЯ ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ""",Перший кандидат,Вірьовка Сергій Миколайович,"Громадянин України, народився 15.11.1979 р., освіта професійно-технічна, безпартійний, Тимчасово не працює, ., місце проживання: м. Зеленодольськ, Криворізький р-н, Дніпропетровська обл.",,,ЄБВО
Дніпропетровська область,Зеленодольська міська рада,Міські,"ПОЛІТИЧНА ПАРТІЯ ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ""",1,Чернуха Володимир Іванович,"Громадянин України, народився 13.04.1958 р., освіта вища, безпартійний, Пенсіонер, місце проживання: м. Зеленодольськ, Криворізький р-н, Дніпропетровська обл.",64.0,28.82,1
Дніпропетровська область,Зеленодольська міська рада,Міські,"ПОЛІТИЧНА ПАРТІЯ ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ""",1,Ярошенко Олена Михайлівна,"Громадянка України, народилася 02.09.1964 р., освіта вища, безпартійна, Виконком Зеленодольської міської ради, Секретар міської ради, місце проживання: м. Зеленодольськ, Криворізький р-н, Дніпропетровська обл.",98.0,44.14,1
Дніпропетровська область,Зеленодольська міська рада,Міські,"ПОЛІТИЧНА ПАРТІЯ ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ""",2,Коваль Анна Сергіївна,"Громадянка України, народилася 14.02.1984 р., освіта вища, безпартійна, ДТЕК КРИВОРІЗЬКА ТЕС, Фахівець відділу реалізації теплової енергії та послуг., місце проживання: м. Зеленодольськ, Криворізький р-н, Дніпропетровська обл.",44.0,19.82,ЄБВО
Дніпропетровська область,Зеленодольська міська рада,Міські,"ПОЛІТИЧНА ПАРТІЯ ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ""",2,Самохіна Наталя Володимирівна,"Громадянка України, народилася 04.09.1972 р., освіта професійно-технічна, безпартійна, КП ""Зеленодольський центр ПМСД"", Сестра медичної загальної практики сімейної медицини, місце проживання: м. Зеленодольськ, Криворізький р-н, Дніпропетровська обл.",92.0,41.44,2
Дніпропетровська область,Зеленодольська міська рада,Міські,"ПОЛІТИЧНА ПАРТІЯ ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ""",3,Антоненко Наталя Олександрівна,"Громадянка України, народилася 21.03.1979 р., освіта вища, безпартійна, Мар’янська ЗОШ І-ІІІ ступенів №1, Вчитель, місце проживання: с. Мар’янське, Криворізький р-н, Дніпропетровська обл.",33.0,14.86,3
Дніпропетровська область,Зеленодольська міська рада,Міські,"Політична партія ""Сила Людей""",1,Ракитянський Артем Олександрович,"Громадянин України, народився 04.02.1982 р., освіта вища, член Політичної партії ""Сила Людей"", ДТЕК КРИВОРІЗЬКА ТЕС, Машиніст-обхідник котельного устаткування 6 групи, місце проживання: м. Зеленодольськ, Криворізький р-н, Дніпропетровська обл.",49.0,22.07,ЄБВО
Дніпропетровська область,Зеленодольська міська рада,Міські,"Політична партія ""Сила Людей""",1,Цицюра Ольга Володимирівна,"Громадянка України, народилася 07.04.1967 р., освіта вища, безпартійна, ЗЕЛЕНОДОЛЬСЬКА ЗОШ I-III СТУПЕНІВ №1, Заступник директора з виховної роботи та вчитель хімії, біології, місце проживання: м. Зеленодольськ, Криворізький р-н, Дніпропетровська обл.",100.0,45.04,1
Дніпропетровська область,Зеленодольська міська рада,Міські,"Політична партія ""Сила Людей""",1,Магдін Євгеній Миколайович,"Громадянин України, народився 17.07.1973 р., освіта вища, безпартійний, ДТЕК КРИВОРІЗЬКА ТЕС, начальник цеху теплової автоматики та вимірювань, місце проживання: м. Зеленодольськ, Криворізький р-н, Дніпропетровська обл.",137.0,61.71,1
Дніпропетровська область,Зеленодольська міська рада,Міські,"Політична партія ""Сила Людей""",2,Медвідь Олександр Борисович,"Громадянин України, народився 10.04.1953 р., освіта вища, безпартійний, Спорткомплекс ППО ДТЕК КРИВОРІЗЬКА ТЕС, Завідувач спорткомплексу, місце проживання: м. Зеленодольськ, Криворізький р-н, Дніпропетровська обл.",57.0,25.67,ЄБВО
Дніпропетровська область,Зеленодольська міська рада,Міські,"Політична партія ""Сила Людей""",2,Палій Антон Володимирович,"Громадянин України, народився 27.10.1987 р., освіта вища, член Політичної партії ""Сила Людей"", ДТЕК КРИВОРІЗЬКА ТЕС, Головний фахівець, служби систем захисту, автоматики та зв?язку, напрямок автоматики та засобів вимірювань, дільниці АСУ ТП., місце проживання: м. Зеленодольськ, Криворізький р-н, Дніпропетровська обл.",85.0,38.28,ЄБВО
Дніпропетровська область,Зеленодольська міська рада,Міські,"Політична партія ""Сила Людей""",2,Галкіна Галина Олександрівна,"Громадянка України, народилася 04.09.1972 р., освіта вища, член Політичної партії ""Сила Людей"", ЗЕЛЕНОДОЛЬСЬКА ЗОШ I-III СТУПЕНІВ №2, заступник директора з виховної роботи, місце проживання: м. Зеленодольськ, Криворізький р-н, Дніпропетровська обл.",115.0,51.8,2
Дніпропетровська область,Зеленодольська міська рада,Міські,"Політична партія ""Сила Людей""",2,Стадник Юлія Костянтинівна,"Громадянка України, народилася 17.05.1983 р., освіта вища, безпартійна, БЛАГОДІЙНИЙ ФОНД ""АМЕР м. ЗЕЛЕНОДОЛЬСЬКА"", директор, місце проживання: м. Зеленодольськ, Криворізький р-н, Дніпропетровська обл.",147.0,66.21,2
Дніпропетровська область,Зеленодольська міська рада,Міські,"Політична партія ""Сила Людей""",3,Мазка Віктор Миколайович,"Громадянин України, народився 02.12.1971 р., освіта вища, безпартійний, Фізична особа-підприємець, місце проживання: с. Велика Костромка, Криворізький р-н, Дніпропетровська обл.",58.0,26.12,3
Дніпропетровська область,Зеленодольська міська рада,Міські,"ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",1,Тупіконь Андрій Володимирович,"Громадянин України, народився 06.03.1981 р., освіта вища, безпартійний, АТ Укрзалізниця, майстер, місце проживання: м. Зеленодольськ, Криворізький р-н, Дніпропетровська обл.",29.0,13.06,ЄБВО
Дніпропетровська область,Зеленодольська міська рада,Міські,"ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",1,Моніч Вадим Вікторович,"Громадянин України, народився 23.01.1978 р., освіта вища, безпартійний, ДТЕК КРИВОРІЗЬКА ТЕС, Машиніст енергоблока турбіни, місце проживання: м. Зеленодольськ, Криворізький р-н, Дніпропетровська обл.",38.0,17.11,ЄБВО
